STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,89040.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,42306.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,46734.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,371528.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,185088.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,186440.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,265931.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,126925.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,139006.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,985702.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,486507.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,499195.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,89040.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,42306.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,46734.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,371528.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,185088.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,186440.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,265931.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,126925.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,139006.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,8557334.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,4160431.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,4396902.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,709872.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,344883.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,364989.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,3537399.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,1719302.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,1818097.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,1428815.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,694175.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,734640.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,8557334.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,4160431.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,4396902.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,709872.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,344883.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,364989.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,3537399.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,1719302.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
